quarter,country_name,default_rate,loss_rate,lgd
2020-Q2,France,0.0089371397000000009,0.2926789085,0.3498655358
2020-Q2,Germany,0.0100335881,0.3566478276,0.3621430071
2020-Q2,Greece,0.0375214191,NA,0.402244074
2020-Q2,Hungary,0.0065066273,0.6279173941,0.423555532
2020-Q2,Ireland,0.0182881166,0.1954976437,0.3204119158
2020-Q2,Italy,0.010092053,0.2550672891,0.3823475567
2020-Q2,Latvia,0.0268196875,0.1663637791,0.4206731724
2020-Q2,Lithuania,0.0166846423,NA,0.4149915676
2020-Q2,Luxembourg,0.0042755797,0.09540902,0.3338061563
2020-Q2,Malta,0.159902835,0.4863389426,0.2520411934
2020-Q2,Netherlands,0.0184874939,0.1341544074,0.2681652454
2020-Q2,Norway,0.0115909415,0.2359011499,0.2714443595
2020-Q2,Poland,0.0117104495,0.2949530973,0.376493062
2020-Q2,Portugal,0.0231898434,0.2461715185,0.4128744976
2020-Q2,Romania,0.0292912549,0.7234427153,0.4083546175
2020-Q2,Slovakia,0.0236764764,0.7567046431,0.406129716
2020-Q2,Slovenia,0.0069000341,0.2899299613,0.4008660906
2020-Q2,Spain,0.0193695271,0.3121970801,0.3854246337
2020-Q2,Sweden,0.0039957546,0.358237311,0.2475431171
2020-Q2,United Kingdom,0.0106925399,0.1090263253,0.3562673056
2020-Q2,Australia,0.0188221393,0.1938372512,0.2848397443
2020-Q2,Canada,0.0045446351,0.223459865,0.3487582158
2020-Q2,China,0.0053231359,NA,0.4735206465
2020-Q2,Hong Kong,0.004468564,0.1693847869,0.3578388063
2020-Q2,India,0.0138688991,NA,0.4470468497
2020-Q2,"Korea, Republic Of",NA,NA,0.358434126
2020-Q2,Russian Federation,0.0317012412,NA,0.3900315131
2020-Q2,Singapore,0.0237288645,0.5164064395,0.3168871676
2020-Q2,Switzerland,0.0154101298,0.0205721594,0.3261905947
2020-Q2,United States,0.0091955604,0.1879509635,0.2980314625
2020-Q3,Austria,0.0083472134,0.2169457566,0.3369948551
2020-Q3,Belgium,0.0145378213,0.2576806873,0.2681266214
2020-Q3,Bulgaria,0.0100110789,NA,0.4244549396
2020-Q3,Croatia,0.0198098641,NA,0.4057897805
2020-Q3,Cyprus,0.1697737721,NA,0.3562181352
2020-Q3,Czech,0.0070405674,0.4915879063,0.3259610698
2020-Q3,Denmark,0.006395255,0.186150491,0.2233798644
2020-Q3,Estonia,0.0051503057,0.318684627,0.4141660443
2020-Q3,Finland,0.0149365556,0.1654856527,0.3527174303
2020-Q3,France,0.0092277327,0.2706071916,0.343526112
2020-Q3,Germany,0.0091462073,0.3292589633,0.3657009353
2020-Q3,Greece,NA,NA,0.4047946315
2020-Q3,Hungary,0.016350273,0.639864541,0.4259979423
2020-Q3,Ireland,0.0182935993,0.2097163151,0.3031081674
2020-Q3,Italy,0.0084582337,0.2615958424,0.3756688065
2020-Q3,Latvia,0.0467651178,0.1764742693,0.4162970236
2020-Q3,Lithuania,NA,NA,0.4123901123
2020-Q3,Luxembourg,0.0095752315,0.1271226097,0.3197091329
2020-Q3,Malta,0.5688032408,0.510206919,0.2473345105
2020-Q3,Netherlands,0.0158441813,0.134323204,0.2711860195
2020-Q3,Norway,0.0170069385,0.2534959031,0.2698811303
2020-Q3,Poland,0.0101852822,0.3109882294,0.3713875984
2020-Q3,Portugal,0.0173167857,0.3129926651,0.3946133362
2020-Q3,Romania,0.0306530615,NA,0.4039389792
2020-Q3,Slovakia,0.0229504566,0.7611799815,0.4040827626
2020-Q3,Slovenia,0.0156483149,0.6286417538,0.4039681757
2020-Q3,Spain,0.0158805855,0.1964953303,0.3874281248
2020-Q3,Sweden,0.0028579634,0.3372949526,0.2480745661
2020-Q3,United Kingdom,0.011696777,0.1093478336,0.3507590516
2020-Q3,Australia,0.0150337375,NA,0.2811369411
2020-Q3,Canada,0.0052611421,0.2226839253,0.3457694093
2020-Q3,China,0.0029744353,NA,0.4649622979
2020-Q3,Hong Kong,0.0053356034,0.145508344,0.3618507055
2020-Q3,India,0.0297178324,NA,0.4450376864
2020-Q3,"Korea, Republic Of",NA,NA,0.3570506258
2020-Q3,Russian Federation,0.001902445,NA,0.3858563502
2020-Q3,Singapore,0.0419829084,0.4894696562,0.3083611155
2020-Q3,Switzerland,0.0122414145,0.0930772005,0.3210107468
2020-Q3,United States,0.0100737025,0.1935072091,0.2903375031
2020-Q4,Austria,0.012889566685291181,0.40838428654310327,0.3368645675459674
2020-Q4,Belgium,0.015294080325497873,0.2003413227644762,0.2695305108617197
2020-Q4,Bulgaria,0.016948342566998956,NA,0.4434014873305144
2020-Q4,Croatia,0.016443153649282012,NA,0.4048650148424125
2020-Q4,Cyprus,0.05050701207370744,NA,0.3354187754070044
2020-Q4,Czech,0.010821711668490755,0.5220204690517106,0.32900225574465697
2020-Q4,Denmark,0.00696133356788519,0.17937884838714535,0.22224193455485539
2020-Q4,Estonia,0.007667555114639678,NA,0.4145014874791262
2020-Q4,Finland,0.01684450363066262,0.1474244681630996,0.34135011502495033
2020-Q4,France,0.009005774555806409,0.2624657352039636,0.3453211452169783
2020-Q4,Germany,0.008515137799365942,0.3449427950408721,0.36353449568598406
2020-Q4,Greece,NA,NA,0.4057058603362938
2020-Q4,Hungary,0.02000792587376469,0.6776334145017501,0.42560872552035717
2020-Q4,Ireland,0.018805784781485303,0.247037024572902,0.31280468008546247
2020-Q4,Italy,0.006875633538553718,0.2798349481609293,0.3706469391934491
2020-Q4,Latvia,0.11640340019484952,NA,0.4171804516778407
2020-Q4,Lithuania,0.02538622013594875,0.7106183891862252,0.41557712561257865
2020-Q4,Luxembourg,0.01054557302065798,0.24081605103425843,0.33485070528330707
2020-Q4,Malta,0.08785904109285073,0.21776685871007642,0.24968758554234774
2020-Q4,Netherlands,0.015404700362997134,0.14087775804328925,0.2706177778783155
2020-Q4,Norway,0.01609323574157609,0.24376144252268558,0.4765457203051921
2020-Q4,Poland,0.008097493106859623,0.330343349858647,0.3713176189845794
2020-Q4,Portugal,0.015414826667781817,0.3486924500350714,0.3980284873809005
2020-Q4,Romania,0.03568486366916587,NA,0.4095025131314965
2020-Q4,Slovakia,0.022399250009875617,0.7603434904511598,0.4040033634483594
2020-Q4,Slovenia,0.012666641726922247,NA,0.4018196733116369
2020-Q4,Spain,0.014157709348738362,0.20344145145607037,0.3867148846052804
2020-Q4,Sweden,0.0025477430818172642,0.3081747814249864,0.2454565934290437
2020-Q4,United Kingdom,0.011809814357691857,0.11210290477563184,0.3508497327847802
2020-Q4,Australia,0.01625054248491438,NA,0.28106163075002794
2020-Q4,Canada,0.006402474198064099,0.15915493118249743,0.34355453548276244
2020-Q4,China,0.004711743956468283,NA,0.4724694465137272
2020-Q4,Hong Kong,0.007302111541389542,0.1937183189950166,0.36049535377363867
2020-Q4,India,0.02859837392964055,0.031494769392874676,0.44172927379881377
2020-Q4,"Korea, Republic Of",7.900270824219819e-4,NA,0.3751455624510067
2020-Q4,Russian Federation,0.0017585743893119433,NA,0.3940244609498509
2020-Q4,Singapore,0.02227800460894977,0.5497910707651724,0.315743590800379
2020-Q4,Switzerland,0.016171388946936906,0.06268227153325615,0.31773705064650504
2020-Q4,United States,0.01129145422336331,0.16675583468341243,0.2939205857496703
2021-Q1,Austria,0.0135548661,0.378791132,0.3375543132
2021-Q1,Belgium,0.0150255621,0.2136219937,0.2685001324
2021-Q1,Bulgaria,0.0262572052,NA,0.4336036987
2021-Q1,Croatia,NA,NA,0.4077228943
2021-Q1,Cyprus,NA,NA,0.3140337076
2021-Q1,Czech,0.0116166448,0.4109812017,0.3190740875
2021-Q1,Denmark,0.0078570891,0.1893150168,0.2158982459
2021-Q1,Estonia,NA,NA,0.4134978779
2021-Q1,Finland,0.0154223272,0.1643810737,0.3514956844
2021-Q1,France,0.0082295107,0.1911810107,0.3502825485
2021-Q1,Germany,0.0068059529,0.313037758,0.3616084471
2021-Q1,Greece,0.0274149868,0.3797988842,0.4025153919
2021-Q1,Hungary,0.0214137285,0.6305201453,0.4293479066
2021-Q1,Ireland,0.0281032953,0.217935983,0.2870231736
2021-Q1,Italy,0.0057792666,0.270669262,0.3673964901
2021-Q1,Latvia,0.0798601725,0.2134875296,0.4169480159
2021-Q1,Lithuania,NA,NA,0.4169621439
2021-Q1,Luxembourg,0.0066545537,0.0703365192,0.3129596318
2021-Q1,Malta,NA,NA,0.2326820002
2021-Q1,Netherlands,0.017708045,0.133074854,0.2610294875
2021-Q1,Norway,0.0152807163,0.2599735186,0.2627673429
2021-Q1,Poland,0.0063231956,0.3681786907,0.3511606422
2021-Q1,Portugal,0.0095265043,0.370708022,0.3995975871
2021-Q1,Romania,0.0117351863,NA,0.4094472253
2021-Q1,Slovakia,0.0231032194,0.714533711,0.406230863
2021-Q1,Slovenia,0.0118342548,NA,0.4050266414
2021-Q1,Spain,0.0153636559,0.2332438196,0.4016441203
2021-Q1,Sweden,0.0020454268,0.35097318,0.2419234583
2021-Q1,United Kingdom,0.0158247287,0.1873734362,0.3387741663
2021-Q1,Australia,0.0062518142,NA,0.2043807549
2021-Q1,Canada,0.0111770396,NA,0.2995834221
2021-Q1,China,NA,NA,0.4445903569
2021-Q1,Hong Kong,0.1075623133,NA,0.3369762597
2021-Q1,India,0.017689494,NA,0.4188272905
2021-Q1,"Korea, Republic Of",NA,NA,0.3976524059
2021-Q1,Russian Federation,NA,NA,0.3896781379
2021-Q1,Singapore,NA,NA,0.2775172816
2021-Q1,Switzerland,0.0095793677,NA,0.3133983608
2021-Q1,United States,0.0083962056,0.2293953043,0.284974412
2021-Q2,Austria,0.013952918738474901,0.35838922886612085,0.3430224794716468
2021-Q2,Belgium,0.01686555129963236,0.15358282432492007,0.26867154795952064
2021-Q2,Bulgaria,0.033769390225047144,NA,0.5072599316432356
2021-Q2,Croatia,0.010151694294744135,NA,0.40736183706617385
2021-Q2,Cyprus,0.00525958914819561,0.315490998462137,0.3062773267017675
2021-Q2,Czech,0.011557716256459979,0.35581603443617266,0.33199479057002157
2021-Q2,Denmark,0.007821799711222623,0.1649222745057308,0.22452947393518397
2021-Q2,Estonia,0.010690689303473819,NA,0.41155059831045987
2021-Q2,Finland,0.014599280159082805,0.1447782613243475,0.35213463476437457
2021-Q2,France,0.007979993766063983,0.19520484340393138,0.34424994156813654
2021-Q2,Germany,0.005404254078156013,0.2640486432775619,0.3693787168553209
2021-Q2,Greece,0.009335080187757907,0.5069774726260291,0.3913207141435732
2021-Q2,Hungary,0.019695848324795533,0.5730471796379414,0.4346905715086958
2021-Q2,Ireland,0.020662127732530528,0.1635293421521987,0.2828423581443994
2021-Q2,Italy,0.0048873128008320625,0.2821806252490424,0.3709039496830773
2021-Q2,Latvia,0.06770025219117354,NA,0.41713793782887404
2021-Q2,Lithuania,0.021097512025894643,0.6986043935330793,0.41218041022486884
2021-Q2,Luxembourg,0.007831665165054996,0.07764106037730045,0.3081476534715896
2021-Q2,Malta,5.612130573894329e-4,NA,0.20736767300275286
2021-Q2,Netherlands,0.01285530466857405,0.12256302802939442,0.2689562259930145
2021-Q2,Norway,0.010340759469675193,0.3064993960199967,0.26842985678887227
2021-Q2,Poland,0.00465714626616235,0.36861064162054347,0.3673473477678677
2021-Q2,Portugal,0.008697023570960683,0.367223249369997,0.4019771569659741
2021-Q2,Romania,0.012750351291787292,0.4221954415653631,0.4093660037160584
2021-Q2,Slovakia,0.014971379470163016,0.6636776816473086,0.3930671220696493
2021-Q2,Slovenia,0.04378542697795676,NA,0.3983061470851547
2021-Q2,Spain,0.018928019379204734,0.20893755322626162,0.4122809546359446
2021-Q2,Sweden,0.0011412894276492938,0.2105021910813592,0.24423809769461485
2021-Q2,United Kingdom,0.013086813763431814,0.26068256771157633,0.34472739939357655
2021-Q2,Australia,0.005609890216967986,NA,0.20429074784753085
2021-Q2,Canada,NA,NA,0.29582979047808655
2021-Q2,China,0.011910686286672242,NA,0.43521734055410927
2021-Q2,Hong Kong,0.011775785407792987,NA,0.3204770550393044
2021-Q2,India,NA,NA,0.3958588377145008
2021-Q2,"Korea, Republic Of",NA,NA,0.40244492396255294
2021-Q2,Russian Federation,0.009730254288592526,NA,0.399061129769631
2021-Q2,Singapore,NA,NA,0.27757752882994446
2021-Q2,Switzerland,0.006903463226362121,NA,0.307520435774959
2021-Q2,United States,0.00899824613702633,0.17207935771720353,0.2716593699907702
2021-Q3,Austria,0.010961878929395286,0.4101928209622564,0.34145954990513555
2021-Q3,Belgium,0.01757690789614693,0.1661584921696056,0.26734354611062316
2021-Q3,Bulgaria,0.03944634863497909,NA,0.44352821291085964
2021-Q3,Croatia,0.009038700982885688,NA,0.408339248089342
2021-Q3,Cyprus,0.002468991709891561,NA,0.3065415805827302
2021-Q3,Czech,0.010600357358481291,0.3718667105689035,0.335232283568949
2021-Q3,Denmark,0.007201255187255357,0.1602269015805441,0.22330180422040447
2021-Q3,Estonia,NA,NA,0.41503027422893085
2021-Q3,Finland,0.01439776422616915,NA,0.35053614852791776
2021-Q3,France,0.006720785655662756,0.21138957762946253,0.34256063023716654
2021-Q3,Germany,0.005193986070442882,0.3019842070831554,0.3642249213975398
2021-Q3,Greece,0.010439102668654629,NA,0.3893907340624006
2021-Q3,Hungary,0.010982732855425585,0.335077393234508,0.42831463701131467
2021-Q3,Ireland,0.02606542730105047,0.2304442974352156,0.2756292773201764
2021-Q3,Italy,0.0059622159388982065,0.25115489229231563,0.36403554380142084
2021-Q3,Latvia,NA,NA,0.41717858104761957
2021-Q3,Lithuania,0.026662776379517895,0.7024194582085486,0.4146433832413867
2021-Q3,Luxembourg,0.00537279789778717,0.1168914051191917,0.29964309698071695
2021-Q3,Malta,0.20390567712618812,NA,0.20186950488261554
2021-Q3,Netherlands,0.011512752296319902,0.12226030427818173,0.2698152415741511
2021-Q3,Norway,0.010917651622159614,NA,0.2694513496070417
2021-Q3,Poland,0.005597451226195788,0.2907130041547476,0.3650058642682164
2021-Q3,Portugal,0.010214490374481102,0.3813190734035147,0.40073581396738983
2021-Q3,Romania,0.009710334148252495,0.4516190161253124,0.4040849337196328
2021-Q3,Slovakia,0.014528762464041499,0.5462067698112893,0.3932599998723685
2021-Q3,Slovenia,0.0016472914691547163,NA,0.4015423573651645
2021-Q3,Spain,0.021784542366248105,0.20188254555439072,0.41262313210190393
2021-Q3,Sweden,0.0010951955480948635,0.1866752975644121,0.24695706993234623
2021-Q3,United Kingdom,0.010281313960368245,0.24009698828619203,0.349019697398079
2021-Q3,Australia,0.0107118785325541,0.07506734115735028,0.20633251046138523
2021-Q3,Canada,NA,NA,0.2882024112890164
2021-Q3,China,0.02028135942301347,NA,0.44507630870910664
2021-Q3,Hong Kong,0.005055717625494631,NA,0.3241789160704173
2021-Q3,India,NA,NA,0.40029434908546135
2021-Q3,"Korea, Republic Of",NA,NA,0.4039906387509888
2021-Q3,Russian Federation,0.001360872298152729,NA,0.39059601113240927
2021-Q3,Singapore,NA,NA,0.2782134432627355
2021-Q3,Switzerland,0.004394770205801533,0.08443329557860887,0.30625966671718274
2021-Q3,United States,0.007704854672204185,0.1979962753203419,0.27021813598193195
2021-Q4,Austria,0.0028563668107688626,0.280699183465125,0.34292011447882964
2021-Q4,Belgium,0.013485429875153311,0.19272906222388286,0.2630275117507446
2021-Q4,Bulgaria,0.034849137947983305,NA,0.2769901721608166
2021-Q4,Croatia,0.004071869965272345,NA,0.4132107387086379
2021-Q4,Cyprus,0.008641393905909941,NA,0.27603734061267243
2021-Q4,Czech,0.005544501615289711,0.3825536600390099,0.33662526495504613
2021-Q4,Denmark,0.005013440602346213,0.1952571076384473,0.2226573398216985
2021-Q4,Estonia,0.006884903298790493,0.32269996736113876,0.42355974597666624
2021-Q4,Finland,0.013900326292247309,0.17356237869767693,0.350627858758523
2021-Q4,France,0.006352508227535416,0.2127294634728666,0.34081943480420795
2021-Q4,Germany,0.004789751355763053,0.27888861969424483,0.36310139036967193
2021-Q4,Greece,0.015550202254237606,NA,0.4011389619699532
2021-Q4,Hungary,0.006863459198465882,0.34621921095374014,0.3756538013782528
2021-Q4,Ireland,0.019892519404154957,0.17066782517491005,0.2825713918663069
2021-Q4,Italy,0.006696891672573277,0.2437162107827943,0.36053348194881535
2021-Q4,Latvia,0.03903049109618324,NA,0.4164870509827438
2021-Q4,Lithuania,NA,NA,0.4166438525941392
2021-Q4,Luxembourg,0.004675497132093704,0.10021990775704542,0.301044533548746
2021-Q4,Malta,0,NA,0.2108733435637175
2021-Q4,Netherlands,0.008869142756784743,0.10486036939362657,0.26712534117015224
2021-Q4,Norway,0.013205113758846245,NA,0.27059667996913406
2021-Q4,Poland,0.007069976813148138,0.3319117575086486,0.337597613905775
2021-Q4,Portugal,0.020615747716803863,0.32619929795759367,0.402148366072681
2021-Q4,Romania,0.003922572173810652,0.711443517807576,0.41018871210646235
2021-Q4,Slovakia,0.01137419990348056,0.49980817701208613,0.38570912282327113
2021-Q4,Slovenia,9.894980170592732e-4,NA,0.3874186396837929
2021-Q4,Spain,0.031179667103015982,0.2109004853837693,0.4059683440171427
2021-Q4,Sweden,6.506373472856378e-4,0.17774551010122377,0.24889271360927773
2021-Q4,United Kingdom,0.013841627923108345,0.2501763696945872,0.3477581611159983
2021-Q4,Australia,0.00667447658330022,0.11443961022249118,0.2051593901490743
2021-Q4,Canada,0.004750962419659774,NA,0.28447586263277524
2021-Q4,China,NA,NA,0.4708746636573968
2021-Q4,Hong Kong,0.018789394990652925,NA,0.3213466878867397
2021-Q4,India,NA,NA,0.3968458425939827
2021-Q4,"Korea, Republic Of",NA,NA,0.4103090689675274
2021-Q4,Russian Federation,0.0011928964216169227,NA,0.3978367082812899
2021-Q4,Singapore,0.01942543673212458,NA,0.29325287044478987
2021-Q4,Switzerland,0.003890204160913898,0.1081472560389163,0.3123506351087835
2021-Q4,United States,0.005892009077796159,0.2229682648789578,0.26928626769962377
2022-Q2,Austria,0.0035436751682166104,0.3009423426043152,0.3414912989576844
2022-Q2,Belgium,0.010972638057092313,0.23932895580384592,0.2756063173380164
2022-Q2,Bulgaria,0.049101972287265136,NA,0.2490921448516042
2022-Q2,Croatia,0.0038059786918448,NA,0.4166830060253392
2022-Q2,Cyprus,0.06656039683650747,NA,0.2300394865372399
2022-Q2,Czech,0.005962490166038939,0.45761594244483367,0.3286154968653895
2022-Q2,Denmark,0.0039522996808479555,0.19473872436759154,0.2327774885572371
2022-Q2,Estonia,0.004626333089285705,0.28676362463204985,0.4257172852823005
2022-Q2,Finland,0.0060884164385883385,0.19064168391082095,0.3416556738565022
2022-Q2,France,0.005168427343607691,0.22624742066068781,0.3582891378443297
2022-Q2,Germany,0.004103590821884139,0.2978816666472458,0.3684681129922035
2022-Q2,Greece,0.013529223204110758,0.21641379018176685,0.3997525374897332
2022-Q2,Hungary,0.004447791291586044,NA,0.4340066564547582
2022-Q2,Ireland,0.019776760205655233,0.13299652108899057,0.27461606414434686
2022-Q2,Italy,0.006026918154518947,0.25841122184522114,0.3579440610621122
2022-Q2,Latvia,NA,NA,0.4166296679619102
2022-Q2,Lithuania,NA,NA,0.417567440374812
2022-Q2,Luxembourg,0.004906362888765949,0.07978606654100623,0.31375190657919977
2022-Q2,Malta,NA,NA,0.22051530339178532
2022-Q2,Netherlands,0.007163651816754425,0.11212305688293198,0.2753945007629071
2022-Q2,Norway,0.017351170477405375,0.2863155887622151,0.26777833385946975
2022-Q2,Poland,0.006126804075412134,0.29400268960945924,0.3438050590707443
2022-Q2,Portugal,0.024367534194340765,0.33353342278671594,0.4071414255938864
2022-Q2,Romania,0.005016793168315324,NA,0.4245797413354534
2022-Q2,Slovakia,0.005498638193239455,0.3234443061956219,0.38367110660780573
2022-Q2,Slovenia,3.748189819993462e-4,NA,0.40612003744025826
2022-Q2,Spain,0.030914246916723807,0.18997247572944428,0.4050095570100013
2022-Q2,Sweden,0.0026131390476852086,0.15363051118707677,0.25559758470832417
2022-Q2,United Kingdom,0.008169148691244667,0.25214798201434696,0.34437720223512
2022-Q2,Australia,0.0024898908300634887,NA,0.21921339017984606
2022-Q2,Canada,0.005105360138269311,NA,0.3049805082012216
2022-Q2,China,0.013757126797757785,NA,0.4591051162746974
2022-Q2,Hong Kong,NA,NA,0.3353636784508381
2022-Q2,India,NA,NA,0.37973818547091925
2022-Q2,"Korea, Republic Of",NA,NA,0.393811256564157
2022-Q2,Russian Federation,0.07193453706571616,0.22813025468044162,0.38436415592651474
2022-Q2,Singapore,0.012527607559939351,NA,0.313018780057907
2022-Q2,Switzerland,0.008210635739599358,0.07860940499970405,0.3051999903738269
2022-Q2,United States,0.005074059283432545,0.19743724421950376,0.2753668560639155
2022-Q3,Austria,0.004580857026557899,0.3020244351167844,0.3126190511541101
2022-Q3,Belgium,0.011060183257948707,0.23721338291839403,0.27850599767382345
2022-Q3,Bulgaria,NA,NA,0.24872040825508632
2022-Q3,Croatia,NA,NA,0.344771961748589
2022-Q3,Cyprus,NA,NA,0.22831602521649105
2022-Q3,Czech,0.005827032374676036,0.44310953315457086,0.30025420322039137
2022-Q3,Denmark,0.004187540807871897,0.2188318807099179,0.23133016593492092
2022-Q3,Estonia,0.006221223857856237,0.22093603209506793,0.4244880112162415
2022-Q3,Finland,0.0029811932258582657,0.27682420137742425,0.34638254803488816
2022-Q3,France,0.0058638290702405695,0.22817123443857013,0.351361839516631
2022-Q3,Germany,0.004278959748728559,0.3262420248341912,0.36552250091657595
2022-Q3,Greece,NA,NA,0.4041257783799298
2022-Q3,Hungary,0.004752875749563607,0.4770641584284943,0.338919165519422
2022-Q3,Ireland,0.02361576346114748,0.1178328721767923,0.2625287743353853
2022-Q3,Italy,0.00567333606691088,0.2608413065903002,0.3583238299119124
2022-Q3,Latvia,NA,NA,0.40016927413763503
2022-Q3,Lithuania,NA,NA,0.4155019208276068
2022-Q3,Luxembourg,0.005080072390273983,0.1241645514557211,0.3096566358150755
2022-Q3,Malta,NA,NA,0.21627914528744846
2022-Q3,Netherlands,0.007354396692959557,0.13106655706018572,0.26882564356491595
2022-Q3,Norway,0.0206142862452151,0.24762595080101335,0.26687025060397374
2022-Q3,Poland,0.00756405956058367,0.30843745032373937,0.3277143140978937
2022-Q3,Portugal,0.025197780364225254,0.3005233068895914,0.4059819289785095
2022-Q3,Romania,0.005377042380871876,0.4883005851754724,0.3881493115249598
2022-Q3,Slovakia,0.0034515981593629995,0.4484347887580297,0.34870203339683664
2022-Q3,Slovenia,NA,NA,0.383111007475562
2022-Q3,Spain,0.024609633579334433,0.1353507633084538,0.40277124860198193
2022-Q3,Sweden,0.0029170787643007273,0.1242664835240145,0.24925221700536374
2022-Q3,United Kingdom,0.008728017328100714,0.2974677372843923,0.3347598911412025
2022-Q3,Australia,NA,NA,0.2181880802788882
2022-Q3,Canada,NA,NA,0.281501435377031
2022-Q3,China,NA,NA,0.4552945202766438
2022-Q3,Hong Kong,NA,NA,0.31851573520253784
2022-Q3,India,NA,NA,0.3756580431914763
2022-Q3,"Korea, Republic Of",NA,NA,0.3873385126311933
2022-Q3,Russian Federation,0.06753072356028218,0.13872600601215374,0.3638890721317504
2022-Q3,Singapore,NA,NA,0.30246737733674145
2022-Q3,Switzerland,0.006888795331762994,0.08100554783466586,0.2988640022931801
2022-Q3,United States,0.008229206382583846,0.13296952937409698,0.2739384360600382
2022-Q4,Austria,0.005534883086760762,0.27223729090529214,0.33474905618576284
2022-Q4,Belgium,0.011258469407933052,0.24522884860131852,0.27941663722474025
2022-Q4,Bulgaria,NA,NA,0.2388957743339835
2022-Q4,Croatia,NA,NA,0.4184548240506762
2022-Q4,Cyprus,NA,NA,0.24546612434553575
2022-Q4,Czech,0.007518411660537815,0.3894766065035078,0.32911178361562066
2022-Q4,Denmark,0.0034667799026328414,0.21133970979702815,0.22741093853544275
2022-Q4,Estonia,0.005449177307713104,0.24980374712471717,0.4256426599844925
2022-Q4,Finland,0.0016873076672787781,0.22574804887228006,0.3478009243912454
2022-Q4,France,0.008860736457586027,0.23172782062227623,0.3509478189619713
2022-Q4,Germany,0.0038630784074957752,0.36303446450001325,0.366684847782853
2022-Q4,Greece,NA,NA,0.413631767812938
2022-Q4,Hungary,0.005707632983609777,0.35498723001606897,0.3554993568810502
2022-Q4,Ireland,0.02961189570562855,0.17646274539386472,0.2676629540571322
2022-Q4,Italy,0.0071098042650548105,0.25495927436042043,0.35680723394016717
2022-Q4,Latvia,NA,NA,0.42356801472347855
2022-Q4,Lithuania,0.00474804646874677,0.5309537906804062,0.4173329314597623
2022-Q4,Luxembourg,0.0033783822512186913,0.17815387418699818,0.3094040089330475
2022-Q4,Malta,NA,NA,0.2007577980713416
2022-Q4,Netherlands,0.008402819674446083,0.14401324147761807,0.2683176139541307
2022-Q4,Norway,0.025956509391415132,0.26546347281188515,0.2622807431349108
2022-Q4,Poland,0.008248056517341337,0.28042679163518763,0.3349770473997349
2022-Q4,Portugal,0.015882225865926084,0.3431639681688175,0.4110793822316967
2022-Q4,Romania,0.004831443263705626,NA,0.42050122670373696
2022-Q4,Slovakia,0.0035667586191828653,NA,0.381338473413797
2022-Q4,Slovenia,NA,NA,0.40417342514210447
2022-Q4,Spain,0.021323221712783096,0.1450913660977318,0.4047771977321443
2022-Q4,Sweden,0.0031571353864625323,0.11083994615444165,0.24741180601398102
2022-Q4,United Kingdom,0.005541310880126693,0.2835547675666582,0.33629830647578396
2022-Q4,Australia,0.0018731294485609432,NA,0.20980821530169894
2022-Q4,Canada,NA,NA,0.28150592465113444
2022-Q4,China,NA,NA,0.4547409626273113
2022-Q4,Hong Kong,0.018314650641563287,NA,0.32597224058927987
2022-Q4,India,NA,NA,0.3738380103661866
2022-Q4,"Korea, Republic Of",NA,NA,0.3898533039075694
2022-Q4,Russian Federation,0.05783602640424355,0.21501746070623745,0.421025192468019
2022-Q4,Singapore,NA,NA,0.30333590397183413
2022-Q4,Switzerland,0.006289013674166003,0.05346160691856236,0.2918828945945874
2022-Q4,United States,0.008208015425493747,0.12568366703457085,0.27437835785551506
2023-Q1,Austria,0.005067340515517167,0.2549108029705164,0.3354442459533018
2023-Q1,Belgium,0.010575029674727131,0.26268201318674306,0.2728704397034031
2023-Q1,Bulgaria,NA,NA,0.230606645660029
2023-Q1,Croatia,0.00572941032679442,0.45146526445366586,0.4141603359539136
2023-Q1,Cyprus,NA,NA,0.2559318879432386
2023-Q1,Czech,0.006695717032778014,0.3577532532766179,0.3135221189768408
2023-Q1,Denmark,0.0035305583566286004,0.19805954563854894,0.2268056038658558
2023-Q1,Estonia,NA,0.16245669007452448,0.4258548653628857
2023-Q1,Finland,0.0031173676427660355,0.2060588473270379,0.3039928237299288
2023-Q1,France,0.009995455151353206,0.2158754043857518,0.35988646833907456
2023-Q1,Germany,0.0042449533432247204,0.3123633443596703,0.36816883960583724
2023-Q1,Greece,0.031170709035721507,NA,0.3751583624204385
2023-Q1,Hungary,0.005374705182759483,0.2847731574996198,0.42644800223062784
2023-Q1,Ireland,0.0210177249118949,0.26334555589900155,0.2612465146738769
2023-Q1,Italy,0.008365700375671902,0.2273481729837569,0.3604466512773145
2023-Q1,Latvia,NA,NA,0.4175970673119353
2023-Q1,Lithuania,0.002602603994090815,0.35679642391650884,0.4173908130327498
2023-Q1,Luxembourg,0.0030440931759982133,0.161979872558054,0.31096139086278823
2023-Q1,Malta,NA,NA,0.20075658070575159
2023-Q1,Netherlands,0.010977804471489199,0.11785357380925574,0.26373357213920823
2023-Q1,Norway,0.02968726105893767,0.27690095747966037,0.2659889627207953
2023-Q1,Poland,0.012433968155859886,0.24941403693192005,0.3315924424133177
2023-Q1,Portugal,0.027777064649902674,0.4277719602668301,0.4181759639142772
2023-Q1,Romania,0.004917264591556166,0.5163925083979558,0.42362592809423405
2023-Q1,Slovakia,0.002942425179019996,0.35831811365971583,0.38522734611667053
