iso2,quarter,gdp_growth_yoy,inflation_yoy
SK,2017-Q2,2.6,0.9666666666666667
SK,2017-Q3,3.1,1.6333333333333333
SK,2017-Q4,3.8,1.9666666666666668
SK,2018-Q1,4,2.4333333333333336
SK,2018-Q2,4.2,2.8666666666666667
SK,2018-Q3,4.4,2.7333333333333334
SK,2018-Q4,3.6,2.1333333333333333
SK,2019-Q1,3.3,2.4
SK,2019-Q2,2.3,2.6
SK,2019-Q3,1.7,3
SK,2019-Q4,1.8,3.1
SK,2020-Q1,-1.1,2.9
SK,2020-Q2,-9,2
SK,2020-Q3,-0.3,1.5333333333333332
SK,2020-Q4,0,1.6
SK,2021-Q1,3.4,1.0333333333333332
SK,2021-Q2,13.2,2.0666666666666664
SK,2021-Q3,3.6,3.4
SK,2021-Q4,3.1,4.766666666666667
SK,2022-Q1,1.8,8.533333333333333
SK,2022-Q2,0.4,11.766666666666667
SK,2022-Q3,0,13.266666666666667
SK,2022-Q4,0.1,14.866666666666667
SK,2023-Q1,0.9,15.1
SK,2023-Q2,2.1,12.533333333333333
SK,2023-Q3,2.7,9.633333333333333
SK,2023-Q4,2.8,7.1
SK,2024-Q1,2.9,3.6333333333333333
SK,2024-Q2,2.2,2.466666666666667
SK,2024-Q3,1.5,3.033333333333333
SK,2024-Q4,1.3,3.4333333333333336
SK,2025-Q1,0.8,4.166666666666667
SK,2025-Q2,0.7,4.266666666666667
SK,2025-Q3,0.9,4.533333333333333
SK,2025-Q4,0.8,3.9666666666666663
SK,2026-Q1,0.9,4
SK,2026-Q2,0.8,3.8666666666666667
