iso2,quarter,gdp_growth_yoy,inflation_yoy
IT,2015-Q4,1.3,0.16666666666666666
IT,2016-Q1,1.1,0
IT,2016-Q2,1,-0.3
IT,2016-Q3,1.7,-0.06666666666666667
IT,2016-Q4,1.6,0.16666666666666669
IT,2017-Q1,1.9,1.3333333333333333
IT,2017-Q2,2,1.6
IT,2017-Q3,1.4,1.3
IT,2017-Q4,1.6,1.0666666666666667
IT,2018-Q1,1,0.8666666666666667
IT,2018-Q2,0.8,1
IT,2018-Q3,0.6,1.6666666666666667
IT,2018-Q4,0.3,1.5
IT,2019-Q1,0.7,1.0333333333333334
IT,2019-Q2,0.8,0.9333333333333333
IT,2019-Q3,0.4,0.3333333333333333
IT,2019-Q4,-0.2,0.3
IT,2020-Q1,-6.1,0.23333333333333334
IT,2020-Q2,-18.1,-0.2
IT,2020-Q3,-6,-0.2333333333333333
IT,2020-Q4,-5.5,-0.39999999999999997
IT,2021-Q1,1.8,0.7666666666666666
IT,2021-Q2,19.3,1.1666666666666667
IT,2021-Q3,7,2.1333333333333333
IT,2021-Q4,8.4,3.7666666666666666
IT,2022-Q1,7.4,6.033333333333333
IT,2022-Q2,6.4,7.366666666666666
IT,2022-Q3,4.1,8.966666666666667
IT,2022-Q4,2.2,12.5
IT,2023-Q1,2.1,9.533333333333333
IT,2023-Q2,0.5,7.766666666666667
IT,2023-Q3,0.5,5.8
IT,2023-Q4,1.1,0.9666666666666667
IT,2024-Q1,0.6,0.9666666666666667
IT,2024-Q2,0.7,0.8666666666666667
IT,2024-Q3,0.6,1.1666666666666667
IT,2024-Q4,0.4,1.3
IT,2025-Q1,0.7,1.8333333333333333
IT,2025-Q2,0.5,1.8333333333333333
IT,2025-Q3,0.7,1.7
IT,2025-Q4,0.8,1.2
IT,2026-Q1,0.8,1.3666666666666667
IT,2026-Q2,1,3
LT,2013-Q1,3.8,2.2
LT,2013-Q2,4.7,1.4
LT,2013-Q3,3.8,0.5333333333333333
LT,2013-Q4,4,0.5333333333333333
LT,2014-Q1,4.6,0.3
LT,2014-Q2,4.4,0.23333333333333334
LT,2014-Q3,3.4,0.26666666666666666
LT,2014-Q4,2.8,0.2
LT,2015-Q1,2.4,-1.3333333333333333
LT,2015-Q2,2.6,-0.26666666666666666
LT,2015-Q3,3.3,-0.6666666666666667
LT,2015-Q4,3.1,-0.3666666666666667
LT,2016-Q1,2.1,0.6666666666666666
LT,2016-Q2,2.1,0.4666666666666667
LT,2016-Q3,2.4,0.36666666666666664
LT,2016-Q4,3.8,1.2666666666666666
LT,2017-Q1,5.2,2.966666666666667
LT,2017-Q2,4.9,3.4
LT,2017-Q3,4.3,4.433333333333333
LT,2017-Q4,4.4,4.066666666666666
LT,2018-Q1,4.5,3.1
LT,2018-Q2,5.3,2.566666666666667
LT,2018-Q3,4.6,2.1666666666666665
LT,2018-Q4,5,2.333333333333333
LT,2019-Q1,4.8,2.066666666666667
LT,2019-Q2,4.9,2.533333333333333
LT,2019-Q3,4.8,2.3333333333333335
LT,2019-Q4,4.4,1.9666666666666668
LT,2020-Q1,2.7,2.5
LT,2020-Q2,-4.2,0.6666666666666667
LT,2020-Q3,1.4,0.9
LT,2020-Q4,0.3,0.26666666666666666
LT,2021-Q1,3,0.7333333333333334
LT,2021-Q2,10.1,3.1333333333333333
LT,2021-Q3,5.8,5.233333333333333
LT,2021-Q4,6.8,9.4
LT,2022-Q1,5.4,13.966666666666667
LT,2022-Q2,2.6,18.533333333333335
LT,2022-Q3,1.8,21.5
LT,2022-Q4,0.1,21.166666666666668
LT,2023-Q1,-1.1,16.966666666666665
LT,2023-Q2,1.9,10.733333333333333
LT,2023-Q3,1.1,5.9
LT,2023-Q4,1.3,2.3333333333333335
LT,2024-Q1,3.1,0.8666666666666667
LT,2024-Q2,1.9,0.7666666666666667
LT,2024-Q3,3,0.7666666666666667
LT,2024-Q4,4,1.0333333333333332
LT,2025-Q1,2.9,3.4333333333333336
LT,2025-Q2,3.2,3.2666666666666666
LT,2025-Q3,2.2,3.566666666666667
LT,2025-Q4,3.3,3.5
LT,2026-Q1,2.8,3.5
LT,2026-Q2,3.8,5.133333333333334
LU,2013-Q1,2,2.1666666666666665
LU,2013-Q2,4.3,1.7
LU,2013-Q3,4.2,1.7
LU,2013-Q4,2.2,1.2
LU,2014-Q1,3.5,1.0333333333333334
LU,2014-Q2,0,1.1666666666666665
LU,2014-Q3,1.8,0.7333333333333333
LU,2014-Q4,5.2,-0.09999999999999998
LU,2015-Q1,2.7,-0.4666666666666667
LU,2015-Q2,4.6,0.3
LU,2015-Q3,2.2,0.033333333333333326
LU,2015-Q4,-0.3,0.39999999999999997
LU,2016-Q1,3.7,-0.13333333333333333
LU,2016-Q2,4.5,-0.5333333333333333
LU,2016-Q3,5.7,-0.10000000000000002
LU,2016-Q4,6.1,0.9666666666666667
LU,2017-Q1,1.5,2.566666666666667
LU,2017-Q2,1,2
LU,2017-Q3,1.3,2.033333333333333
LU,2017-Q4,1.6,1.8666666666666667
LU,2018-Q1,2.9,1.1666666666666667
LU,2018-Q2,1.6,1.9333333333333333
LU,2018-Q3,1.2,2.533333333333333
LU,2018-Q4,1,2.433333333333333
LU,2019-Q1,1.5,2.033333333333333
LU,2019-Q2,3.4,1.9666666666666668
LU,2019-Q3,3.1,1.3666666666666667
LU,2019-Q4,3.1,1.2
LU,2020-Q1,2.1,1.5333333333333334
LU,2020-Q2,-6.4,-0.9333333333333333
LU,2020-Q3,1.1,-0.13333333333333333
LU,2020-Q4,1.3,-0.4666666666666667
LU,2021-Q1,5.1,1.0333333333333334
LU,2021-Q2,12.6,3.5666666666666664
LU,2021-Q3,4.6,3.6
LU,2021-Q4,5.9,5.666666666666667
LU,2022-Q1,0.3,6.766666666666667
LU,2022-Q2,-0.2,9.466666666666667
LU,2022-Q3,-0.7,8.9
LU,2022-Q4,-3.7,7.433333333333334
LU,2023-Q1,-0.7,4.5
LU,2023-Q2,0.4,1.9000000000000001
LU,2023-Q3,0.6,2.966666666666667
LU,2023-Q4,0,2.466666666666667
LU,2024-Q1,2.4,3.1333333333333333
LU,2024-Q2,0.8,3
LU,2024-Q3,-2.2,1.7333333333333334
LU,2024-Q4,0.4,1.2000000000000002
LU,2025-Q1,-2.2,1.9333333333333333
LU,2025-Q2,-0.5,2.0666666666666664
LU,2025-Q3,3.2,2.8333333333333335
LU,2025-Q4,2.1,3.3
LU,2026-Q1,1.6,2.4
LU,2026-Q2,,4.466666666666667
LV,2013-Q1,0.8,0.39999999999999997
LV,2013-Q2,2,-0.13333333333333333
LV,2013-Q3,2.7,0
LV,2013-Q4,2.7,-0.23333333333333334
LV,2014-Q1,2.8,0.43333333333333335
LV,2014-Q2,2.2,0.8
LV,2014-Q3,1.9,0.8666666666666667
LV,2014-Q4,1.7,0.6333333333333333
LV,2015-Q1,2.7,0.06666666666666668
LV,2015-Q2,3.8,0.8333333333333333
LV,2015-Q3,4.5,-0.13333333333333333
LV,2015-Q4,3.9,0.1
LV,2016-Q1,3.8,-0.5
LV,2016-Q2,2.8,-0.7
LV,2016-Q3,1.2,0.16666666666666669
LV,2016-Q4,2.6,1.4666666666666668
LV,2017-Q1,2.6,3.1333333333333333
LV,2017-Q2,2.8,3.033333333333333
LV,2017-Q3,3.8,2.9333333333333336
LV,2017-Q4,3.4,2.5333333333333337
LV,2018-Q1,3.5,2.033333333333333
LV,2018-Q2,4.5,2.4
LV,2018-Q3,4.1,2.933333333333333
LV,2018-Q4,4.2,2.8666666666666667
LV,2019-Q1,2.8,2.8
LV,2019-Q2,1.1,3.3
LV,2019-Q3,0.9,2.8
LV,2019-Q4,-0.6,2.1
LV,2020-Q1,-0.9,1.9666666666666666
LV,2020-Q2,-10.4,-0.7000000000000001
LV,2020-Q3,-1.4,-0.26666666666666666
LV,2020-Q4,-0.3,-0.6333333333333333
LV,2021-Q1,0.4,-0.13333333333333333
LV,2021-Q2,12.4,2.3333333333333335
LV,2021-Q3,7.6,3.7
LV,2021-Q4,7,7.1000000000000005
LV,2022-Q1,6.4,9.266666666666667
LV,2022-Q2,5,16.366666666666667
LV,2022-Q3,-0.8,21.566666666666666
LV,2022-Q4,-0.6,21.366666666666667
LV,2023-Q1,-0.1,19.566666666666666
LV,2023-Q2,-1,11.8
LV,2023-Q3,-1.3,5.266666666666667
LV,2023-Q4,-2,1.4333333333333333
LV,2024-Q1,-2.1,0.9
LV,2024-Q2,-0.3,0.8666666666666667
LV,2024-Q3,0.2,1.1
LV,2024-Q4,1.2,2.6
LV,2025-Q1,1.9,3.4333333333333336
LV,2025-Q2,1.7,3.8666666666666667
LV,2025-Q3,2.3,4.1
LV,2025-Q4,2.6,3.833333333333333
LV,2026-Q1,2.5,2.9
LV,2026-Q2,,3.2333333333333334
MT,2013-Q1,4.9,1.8666666666666667
MT,2013-Q2,6.9,0.7666666666666667
MT,2013-Q3,6.9,0.7333333333333333
MT,2013-Q4,6.5,0.5666666666666667
MT,2014-Q1,7.8,1.3333333333333335
MT,2014-Q2,6.5,0.5333333333333333
MT,2014-Q3,6.5,0.6666666666666666
MT,2014-Q4,9.8,0.6
MT,2015-Q1,9.7,0.6333333333333333
MT,2015-Q2,10.3,1.2666666666666666
MT,2015-Q3,9.9,1.4
MT,2015-Q4,8.7,1.4000000000000001
MT,2016-Q1,4.9,0.9333333333333333
MT,2016-Q2,3.5,0.9333333333333333
MT,2016-Q3,4.2,0.9333333333333333
MT,2016-Q4,3.8,0.7666666666666667
MT,2017-Q1,12.9,1.2666666666666666
MT,2017-Q2,13,1.0666666666666667
MT,2017-Q3,13,1.2
MT,2017-Q4,12.9,1.4333333333333333
MT,2018-Q1,4.9,1.2666666666666666
MT,2018-Q2,7.5,1.7
MT,2018-Q3,8.7,2.3333333333333335
MT,2018-Q4,7.5,1.5666666666666667
MT,2019-Q1,5.8,1.2
MT,2019-Q2,4.8,1.7333333333333334
MT,2019-Q3,2.8,1.7666666666666666
MT,2019-Q4,3.3,1.3333333333333333
MT,2020-Q1,6.2,1.2333333333333334
MT,2020-Q2,-9.4,1
MT,2020-Q3,-6.5,0.6333333333333333
MT,2020-Q4,-3.8,0.3333333333333333
MT,2021-Q1,1.4,0.13333333333333333
MT,2021-Q2,17.7,0.16666666666666669
MT,2021-Q3,18.7,0.4666666666666667
MT,2021-Q4,16.3,2.1333333333333333
MT,2022-Q1,3.4,4.266666666666667
MT,2022-Q2,4.1,5.766666666666667
MT,2022-Q3,0.7,7.066666666666666
MT,2022-Q4,2.5,7.3
MT,2023-Q1,10.1,6.966666666666667
MT,2023-Q2,11,6.3
MT,2023-Q3,11.4,5.166666666666667
MT,2023-Q4,10.1,3.9333333333333336
MT,2024-Q1,8.9,3.1333333333333333
MT,2024-Q2,8.1,2.3
MT,2024-Q3,5.3,2.2666666666666666
MT,2024-Q4,2.8,2.1
MT,2025-Q1,3.7,1.9666666666666668
MT,2025-Q2,2.3,2.6
MT,2025-Q3,3.6,2.533333333333333
MT,2025-Q4,4.9,2.466666666666667
MT,2026-Q1,4.3,2.3
MT,2026-Q2,,2.2
NL,2013-Q1,-1.1,3.2
NL,2013-Q2,-0.6,3.033333333333333
NL,2013-Q3,0.3,2.7666666666666666
NL,2013-Q4,1.5,1.3
NL,2014-Q1,1.8,0.43333333333333335
NL,2014-Q2,1.7,0.3333333333333333
NL,2014-Q3,1.1,0.3333333333333333
NL,2014-Q4,1.9,0.2
NL,2015-Q1,2,-0.5
NL,2015-Q2,2.2,0.39999999999999997
NL,2015-Q3,2.7,0.5
NL,2015-Q4,1.5,0.43333333333333335
NL,2016-Q1,1.8,0.3333333333333333
NL,2016-Q2,2.1,-0.2
NL,2016-Q3,2.6,-0.2
NL,2016-Q4,3.2,0.4666666666666667
NL,2017-Q1,3.1,1.3
NL,2017-Q2,2.8,1.0333333333333332
NL,2017-Q3,2.7,1.4666666666666666
NL,2017-Q4,2.5,1.3333333333333333
NL,2018-Q1,2.6,1.2666666666666666
NL,2018-Q2,2.6,1.5333333333333332
NL,2018-Q3,2.1,1.8
NL,2018-Q4,1.7,1.8333333333333333
NL,2019-Q1,2.3,2.5
NL,2019-Q2,2.2,2.6666666666666665
NL,2019-Q3,2.5,2.8000000000000003
NL,2019-Q4,2.2,2.7333333333333334
NL,2020-Q1,-0.1,1.3666666666666667
NL,2020-Q2,-8.8,1.2666666666666666
NL,2020-Q3,-3.3,0.9666666666666667
NL,2020-Q4,-3.1,0.9333333333333333
NL,2021-Q1,-1,1.8
NL,2021-Q2,12.2,1.8
NL,2021-Q3,7.2,2.3666666666666667
NL,2021-Q4,6.9,5.333333333333334
NL,2022-Q1,7.2,8.866666666666667
NL,2022-Q2,5.6,10.433333333333334
NL,2022-Q3,3.8,14.133333333333333
NL,2022-Q4,3.6,13.033333333333333
NL,2023-Q1,1.8,7.266666666666667
NL,2023-Q2,-1,6.333333333333333
NL,2023-Q3,-1.7,2.8
NL,2023-Q4,-1.3,0.4666666666666667
NL,2024-Q1,-0.6,2.966666666666667
NL,2024-Q2,0.7,2.9
NL,2024-Q3,2,3.3666666666666667
NL,2024-Q4,2.1,3.6666666666666665
NL,2025-Q1,2,3.3
NL,2025-Q2,1.5,3.2333333333333334
NL,2025-Q3,1.3,2.6333333333333333
NL,2025-Q4,1.4,2.7666666666666666
NL,2026-Q1,1.4,2.3666666666666667
NL,2026-Q2,1.5,2.8
NO,2013-Q1,0.3,1
NO,2013-Q2,0.7,1.8
NO,2013-Q3,2.4,2.966666666666667
NO,2013-Q4,1.7,2.1333333333333333
NO,2014-Q1,2,1.9666666666666666
NO,2014-Q2,2,1.7
NO,2014-Q3,1.6,2.033333333333333
NO,2014-Q4,2.7,1.9666666666666666
NO,2015-Q1,2.3,1.7666666666666666
NO,2015-Q2,2.1,2.0666666666666664
NO,2015-Q3,2.7,1.7
NO,2015-Q4,1.1,2.5
NO,2016-Q1,1,3.3333333333333335
NO,2016-Q2,1,3.7666666666666666
NO,2016-Q3,-0.6,4.533333333333333
NO,2016-Q4,2.5,3.933333333333333
NO,2017-Q1,2.5,2.7
NO,2017-Q2,3.6,2.1333333333333333
NO,2017-Q3,5.1,1.4333333333333333
NO,2017-Q4,1.4,1.1666666666666667
NO,2018-Q1,1.9,2.033333333333333
NO,2018-Q2,0.7,2.533333333333333
NO,2018-Q3,0.9,3.7333333333333334
NO,2018-Q4,1.5,3.7666666666666666
NO,2019-Q1,1,3.4
NO,2019-Q2,0.9,2.7
NO,2019-Q3,0.3,1.6
NO,2019-Q4,3.5,1.4666666666666666
NO,2020-Q1,0.1,0.9666666666666667
NO,2020-Q2,-3.3,1
NO,2020-Q3,-0.3,1.4666666666666666
NO,2020-Q4,-3.6,1.1666666666666665
NO,2021-Q1,0.9,3.2333333333333334
NO,2021-Q2,4.7,3
NO,2021-Q3,5.2,3.9666666666666663
NO,2021-Q4,6.1,5.3
NO,2022-Q1,4.6,3.7666666666666666
NO,2022-Q2,5.6,6.366666666666667
NO,2022-Q3,3.4,7.366666666666666
NO,2022-Q4,2.6,7.333333333333333
NO,2023-Q1,2.8,7.5
NO,2023-Q2,0.6,6.966666666666667
NO,2023-Q3,-1.9,4.433333333333334
NO,2023-Q4,0.9,4.3
NO,2024-Q1,0.7,4.2
NO,2024-Q2,2.5,2.8
NO,2024-Q3,2.5,2.466666666666667
NO,2024-Q4,0.1,1.9333333333333333
NO,2025-Q1,0.3,2.5
NO,2025-Q2,0.2,2.5
NO,2025-Q3,2.3,3.4
NO,2025-Q4,2,2.9
NO,2026-Q1,2,3.2333333333333334
NO,2026-Q2,,3.033333333333333
PL,2013-Q1,-0.4,1.2666666666666666
PL,2013-Q2,0.4,0.5333333333333333
PL,2013-Q3,1.1,0.8666666666666667
PL,2013-Q4,1.8,0.6
PL,2014-Q1,3.4,0.6333333333333333
PL,2014-Q2,3.8,0.3
PL,2014-Q3,3.9,-0.16666666666666666
PL,2014-Q4,4.1,-0.4333333333333333
PL,2015-Q1,4.5,-1.2
PL,2015-Q2,3.9,-0.6333333333333333
PL,2015-Q3,4.4,-0.4666666666666667
PL,2015-Q4,4.4,-0.5
PL,2016-Q1,2.5,-0.3
PL,2016-Q2,3.5,-0.43333333333333335
PL,2016-Q3,2.8,-0.43333333333333335
PL,2016-Q4,4,0.4
PL,2017-Q1,5.3,1.7
PL,2017-Q2,4.9,1.5333333333333334
PL,2017-Q3,5.8,1.4666666666666666
PL,2017-Q4,5.2,1.7666666666666666
PL,2018-Q1,6,1
PL,2018-Q2,6.5,1.1666666666666665
PL,2018-Q3,6.3,1.4333333333333333
PL,2018-Q4,5.8,1.1666666666666667
PL,2019-Q1,5.3,1.2
PL,2019-Q2,4.7,2.2
PL,2019-Q3,4.2,2.5
PL,2019-Q4,4,2.5666666666666664
PL,2020-Q1,2.9,3.933333333333333
PL,2020-Q2,-7.1,3.3666666666666667
PL,2020-Q3,-1.8,3.7333333333333334
PL,2020-Q4,-2.4,3.6333333333333333
PL,2021-Q1,-0.5,3.8666666666666667
PL,2021-Q2,12,4.6
PL,2021-Q3,7.3,5.1
PL,2021-Q4,9.2,7.266666666666667
PL,2022-Q1,10.2,9
PL,2022-Q2,6.3,12.8
PL,2022-Q3,4.8,14.9
PL,2022-Q4,1.1,15.933333333333334
PL,2023-Q1,-1.2,16.1
PL,2023-Q2,-0.7,12.5
PL,2023-Q3,0.7,9.166666666666668
PL,2023-Q4,1.9,6.266666666666667
PL,2024-Q1,2,3.6333333333333333
PL,2024-Q2,4.2,2.9
PL,2024-Q3,2.2,4.066666666666666
PL,2024-Q4,4,4
PL,2025-Q1,3.7,4.333333333333333
PL,2025-Q2,2.9,3.533333333333333
PL,2025-Q3,4.1,2.8333333333333335
PL,2025-Q4,3.8,2.6666666666666665
PL,2026-Q1,3.5,2.7333333333333334
PL,2026-Q2,3.7,3.2333333333333334
PT,2013-Q1,-3.8,0.43333333333333335
PT,2013-Q2,-1.5,0.8333333333333334
PT,2013-Q3,-0.7,0.43333333333333335
PT,2013-Q4,2.2,0.1
PT,2014-Q1,1.1,-0.13333333333333336
PT,2014-Q2,0.5,-0.2
PT,2014-Q3,0.9,-0.26666666666666666
PT,2014-Q4,0.5,-0.033333333333333326
PT,2015-Q1,1.8,-0.033333333333333326
PT,2015-Q2,1.6,0.7666666666666667
PT,2015-Q3,1.7,0.7666666666666666
PT,2015-Q4,1.3,0.5333333333333333
PT,2016-Q1,1.1,0.4666666666666667
PT,2016-Q2,1.5,0.5333333333333333
PT,2016-Q3,2.4,0.7333333333333333
PT,2016-Q4,3.1,0.8333333333333334
PT,2017-Q1,3.7,1.4333333333333333
PT,2017-Q2,3.5,1.7
PT,2017-Q3,3.1,1.3
PT,2017-Q4,2.9,1.7666666666666666
PT,2018-Q1,2.5,0.8666666666666667
PT,2018-Q2,3.2,1.2333333333333334
PT,2018-Q3,3.2,1.7666666666666668
PT,2018-Q4,2.9,0.7666666666666667
PT,2019-Q1,3.1,0.7666666666666667
PT,2019-Q2,2.7,0.6333333333333333
PT,2019-Q3,2.4,-0.36666666666666664
PT,2019-Q4,2.7,0.16666666666666669
PT,2020-Q1,-2.4,0.4666666666666667
PT,2020-Q2,-17.6,-0.16666666666666666
PT,2020-Q3,-6.1,-0.3666666666666667
PT,2020-Q4,-6.7,-0.43333333333333335
PT,2021-Q1,-5.4,0.2
PT,2021-Q2,16.5,-0.06666666666666665
PT,2021-Q3,5.5,1.2333333333333334
PT,2021-Q4,7.2,2.4
PT,2022-Q1,12.1,4.433333333333334
PT,2022-Q2,7.5,8.166666666666666
PT,2022-Q3,5,9.5
PT,2022-Q4,3.8,10.2
PT,2023-Q1,3.6,8.4
PT,2023-Q2,3.7,5.666666666666667
PT,2023-Q3,2.6,4.8
PT,2023-Q4,2.6,2.4333333333333336
PT,2024-Q1,2.1,2.466666666666667
PT,2024-Q2,2.1,3.0666666666666664
PT,2024-Q3,2.1,2.3666666666666667
PT,2024-Q4,2.6,2.8000000000000003
PT,2025-Q1,1.6,2.3666666666666667
PT,2025-Q2,1.7,1.9666666666666668
PT,2025-Q3,2.2,2.3
PT,2025-Q4,1.9,2.1666666666666665
PT,2026-Q1,2.3,2.2333333333333334
PT,2026-Q2,2.5,3.1666666666666665
RO,2013-Q1,-3.1,4.8
RO,2013-Q2,-1.5,4.433333333333334
RO,2013-Q3,2,2.3666666666666667
RO,2013-Q4,4,1.2666666666666666
RO,2014-Q1,5,1.2666666666666666
RO,2014-Q2,3.5,1.2666666666666666
RO,2014-Q3,4.5,1.5333333333333334
RO,2014-Q4,3.5,1.4333333333333333
RO,2015-Q1,3.6,0.5666666666666667
RO,2015-Q2,4.5,0.3333333333333333
RO,2015-Q3,2.4,-1.5333333333333332
RO,2015-Q4,2.1,-1
RO,2016-Q1,3.5,-2
RO,2016-Q2,2.2,-2.1
RO,2016-Q3,2.6,-0.03333333333333334
RO,2016-Q4,3.1,-0.06666666666666667
RO,2017-Q1,5.3,0.4
RO,2017-Q2,8.5,0.6
RO,2017-Q3,9.7,0.9333333333333333
RO,2017-Q4,9.3,2.4
RO,2018-Q1,5.8,3.7333333333333334
RO,2018-Q2,4.8,4.533333333333333
RO,2018-Q3,5.8,4.566666666666666
RO,2018-Q4,5.2,3.466666666666667
RO,2019-Q1,4.1,3.8000000000000003
RO,2019-Q2,4.5,4.233333333333333
RO,2019-Q3,2.4,3.9
RO,2019-Q4,4.9,3.6666666666666665
RO,2020-Q1,2.1,3.1666666666666665
RO,2020-Q2,-8.5,2.1
RO,2020-Q3,-5.4,2.3666666666666667
RO,2020-Q4,-2.5,1.7666666666666666
RO,2021-Q1,1.3,2.3333333333333335
RO,2021-Q2,11.5,3.1333333333333333
RO,2021-Q3,7.7,4.333333333333333
RO,2021-Q4,2.5,6.633333333333334
RO,2022-Q1,4.4,8.233333333333334
RO,2022-Q2,3.6,12.366666666666667
RO,2022-Q3,3.8,13.233333333333334
RO,2022-Q4,5,14.066666666666666
RO,2023-Q1,1.6,13
RO,2023-Q2,2.4,9.766666666666667
RO,2023-Q3,2.9,9.133333333333333
RO,2023-Q4,2.2,7.4
RO,2024-Q1,2.1,7.033333333333333
RO,2024-Q2,0.6,5.766666666666667
RO,2024-Q3,0.3,5.3
RO,2024-Q4,0.8,5.3
RO,2025-Q1,0.7,5.2
RO,2025-Q2,2.1,5.366666666666667
RO,2025-Q3,1.4,7.8999999999999995
RO,2025-Q4,-1.4,8.533333333333333
RO,2026-Q1,-1.1,8.6
RO,2026-Q2,-2,9.466666666666667
SE,2013-Q1,0.7,0.5333333333333333
SE,2013-Q2,0.5,0.26666666666666666
SE,2013-Q3,0.6,0.7000000000000001
SE,2013-Q4,2.7,0.3
SE,2014-Q1,2.4,1.850371707708594e-17
SE,2014-Q2,2.6,0.3333333333333333
SE,2014-Q3,2.6,0.2
SE,2014-Q4,2.2,0.3
SE,2015-Q1,2.9,0.6
SE,2015-Q2,4.8,0.6
SE,2015-Q3,3.9,0.7666666666666667
SE,2015-Q4,4.7,0.8
SE,2016-Q1,2.9,1.1
SE,2016-Q2,1.5,1
SE,2016-Q3,1.8,1.0333333333333334
SE,2016-Q4,1.4,1.3666666666666667
SE,2017-Q1,2.7,1.5999999999999999
SE,2017-Q2,1.9,1.8666666666666667
SE,2017-Q3,2,2.2333333333333334
SE,2017-Q4,2,1.7666666666666666
SE,2018-Q1,1.7,1.7333333333333334
SE,2018-Q2,2,1.9666666666666668
SE,2018-Q3,1.5,2.2666666666666666
SE,2018-Q4,2.3,2.2333333333333334
SE,2019-Q1,2,1.9
SE,2019-Q2,2.8,1.9333333333333333
SE,2019-Q3,2.6,1.3666666666666667
SE,2019-Q4,3,1.7
SE,2020-Q1,2.8,1.2
SE,2020-Q2,-7.5,0.26666666666666666
SE,2020-Q3,-1.7,0.7666666666666666
SE,2020-Q4,-2,0.4
SE,2021-Q1,0.6,1.9333333333333333
SE,2021-Q2,10.7,2.333333333333333
SE,2021-Q3,4.2,2.4333333333333336
SE,2021-Q4,5,3.9
SE,2022-Q1,1.7,4.866666666666667
SE,2022-Q2,2.4,7.666666666666667
SE,2022-Q3,2.2,9.366666666666667
SE,2022-Q4,-1,10.233333333333334
SE,2023-Q1,0.8,9.133333333333333
SE,2023-Q2,-1.3,6.9
SE,2023-Q3,0.7,4.833333333333333
SE,2023-Q4,0.1,3.0666666666666664
SE,2024-Q1,1.9,2.7666666666666666
SE,2024-Q2,1.4,2.1
SE,2024-Q3,0.7,1.4
SE,2024-Q4,3.7,1.7333333333333334
SE,2025-Q1,0.2,2.3
SE,2025-Q2,2.7,2.433333333333333
SE,2025-Q3,2.3,3.2333333333333334
SE,2025-Q4,1.9,2.466666666666667
SE,2026-Q1,2.2,1.7333333333333334
SE,2026-Q2,2.8,0.8666666666666667
SI,2013-Q1,-3.9,2.6333333333333333
SI,2013-Q2,-1,1.8
SI,2013-Q3,-1.2,2.1999999999999997
SI,2013-Q4,2.6,1.1
SI,2014-Q1,2.3,0.5666666666666667
SI,2014-Q2,3,0.8333333333333334
SI,2014-Q3,3.5,0.06666666666666667
SI,2014-Q4,1.6,-0.03333333333333334
SI,2015-Q1,2.3,-0.5333333333333333
SI,2015-Q2,2.1,-0.8666666666666667
SI,2015-Q3,2.2,-0.7666666666666666
SI,2015-Q4,2.2,-0.8666666666666667
SI,2016-Q1,3,-0.8666666666666667
SI,2016-Q2,3,-0.39999999999999997
SI,2016-Q3,3.2,-0.033333333333333326
SI,2016-Q4,3.8,0.6666666666666666
SI,2017-Q1,4.6,2
SI,2017-Q2,5,1.3666666666666667
SI,2017-Q3,5,1.3333333333333333
SI,2017-Q4,6.3,1.5333333333333332
SI,2018-Q1,4.5,1.5333333333333332
SI,2018-Q2,4.6,2.1333333333333333
SI,2018-Q3,5,2.1
SI,2018-Q4,3.7,1.9333333333333333
SI,2019-Q1,4.8,1.3666666666666667
SI,2019-Q2,3.2,1.7666666666666666
SI,2019-Q3,3.1,2.033333333333333
SI,2019-Q4,2.6,1.6333333333333333
SI,2020-Q1,-1.1,1.6666666666666665
SI,2020-Q2,-10.9,-1.1666666666666667
SI,2020-Q3,-1.7,-0.5666666666666667
SI,2020-Q4,-4,-0.9333333333333333
SI,2021-Q1,2.6,-0.6333333333333334
SI,2021-Q2,15.3,2.033333333333333
SI,2021-Q3,6.1,2.2666666666666666
SI,2021-Q4,9.9,4.5
SI,2022-Q1,5.1,6.333333333333333
SI,2022-Q2,4.6,8.966666666666667
SI,2022-Q3,1.6,11.266666666666666
SI,2022-Q4,0.9,10.633333333333335
SI,2023-Q1,1.9,9.9
SI,2023-Q2,2.6,7.966666666666666
SI,2023-Q3,2.8,6.3
SI,2023-Q4,3,4.966666666666667
SI,2024-Q1,3.2,3.4
SI,2024-Q2,1.1,2.3666666666666667
SI,2024-Q3,1.3,1.0666666666666667
SI,2024-Q4,1.2,1.2
SI,2025-Q1,-0.5,2.1333333333333333
SI,2025-Q2,0.8,2.2333333333333334
SI,2025-Q3,1.7,2.8666666666666667
SI,2025-Q4,1.7,2.7
SI,2026-Q1,3.5,2.533333333333333
SI,2026-Q2,4.8,3.6333333333333333
SK,2013-Q1,0.3,2.2333333333333334
SK,2013-Q2,0.4,1.7333333333333334
SK,2013-Q3,0.7,1.3666666666666667
SK,2013-Q4,1.4,0.5333333333333333
SK,2014-Q1,2,-0.1
SK,2014-Q2,2.4,-0.1
SK,2014-Q3,2.9,-0.13333333333333333
SK,2014-Q4,3.4,-0.03333333333333334
SK,2015-Q1,4.8,-0.5
SK,2015-Q2,5.3,-0.1
SK,2015-Q3,5.5,-0.3
SK,2015-Q4,5.1,-0.4666666666666667
SK,2016-Q1,3.1,-0.4666666666666667
SK,2016-Q2,2.1,-0.6
SK,2016-Q3,1.3,-0.7333333333333334
SK,2016-Q4,1.2,-0.1
SK,2017-Q1,2,1
